review,sentiment
"What starts out as a gentle country yarn, inoffensive and mildly enjoyable romantic tale changes pace as Edward Norton's initially charming Harlan gradually reveals more about himself and things take a turn for the sinister, as the film gradually changes from a southern romance to a modern wild western.<br /><br />An amiable rancher (Norton) wanders into town and charms a young girl (Evan Rachel Wood), seemingly rescuing her from a dead-end existence with her bad-tempered father with a whirlwind romance, but it gradually becomes apparent that there is more to this cowboy than meets the eye.<br /><br />Edward Norton  a real chameleon actor (with changing facial hair to match) playing a country hick, accent slightly dodgy but maybe because he's merely trying to act the part without worrying about the accent. He certainly makes it appear effortless to make all the nuanced little adjustments as we learn more about Harlan. However, with too many small changes it means we are never sure exactly where Harlan is coming from, and what seemed like a good performance from Norton gradually becomes confused. Evan Rachel Wood is likable without ever really having a great deal to do other than bat her eyelids at Norton.<br /><br />Down in the Valley strikes as a slightly uneven tale due to its change of pace, and by never really making the protagonist's motives clear the audience's sympathies for the characters remain uncertain. Should we like this drifter or not? Even after a dramatic turn of events it remains unclear. This ambiguity is to the film's detriment, as if the writer could not make up their mind what kind of story they wanted to tell and settled for somewhat of a hotch-potch. Had the film remained one or the other it might have been a solid film, but as it is what we are left with is something of a mess. Fans of old-fashioned romance will enjoy a portion of the film but will be put off by the darkening tone. Completist fans of Norton aside (or fans of the lush scenery of the San Fernando valley), give this a miss.",negative
"For starters, I would like to say that I'm a fan of the American Pie series. Even though 'the naked mile' and this one are the two worst, this one seems to be the downfall of the whole series.<br /><br />First of all, the best part of the film was that it was an American Pie film, which is always appreciated.<br /><br />However, there are tonnes of bad things to say about this film. First of all, the story has a very stale 'arc' structure. First, there is the introduction of the characters, then the pledging of the beta house and finally the Greek Olympiad. Each of which has exactly 25 minutes of length. Apart from the general staleness of the plot, there is little to no character development, which makes a double whammy of a bad plot.<br /><br />Apart from that, I deeply disliked the stereotyping in this film. That is, showing the jocks as the extremely cool, only-thinking-about-sex guys, and explicitly displaying the geeks as inferior. Also, it shows females only as sexual objects, and males as only wanting to treat the females as sexual objects.<br /><br />Apart from that, the acting was also poor. With perhaps the exception of Steve Talley.<br /><br />So, in the end, a generally horrid film, if seen from a critical point of view. If seen from a teen point of view, I guess that it's better, but this film is rated 18+ in most countries, so it shouldn't really be seen by minors.",negative
"When this movie first came out back in 1984, Prince was one of the hottest acts around. Everyone wanted to see this movie, which was not much more than a extended music video. The acting was pretty bad, but what can you expect from musicians acting on the big screen for the first time? Despite that, it was still a very entertaining film! Morris Day and Jerome Benton provide some all time classic comedy, especially their rendition of ""The Password"", which will make you think of Abbott & Costello doing their ""who's on first"" baseball routine.<br /><br />Appolina (who went by a single name then) provided some beautiful breasts, so you had the brief nudity covered. Plus, she is very attractive. And of course, the soundtrack of the album is one of the best Prince ever recorded. Prince later on had a fallout with Warner Bros. and changed his name, but at this particular time in his career, he was at the top of his game.<br /><br />This movie doesn't rank in the all time great category, but it is pretty entertaining.",positive
"When I finally got around to seeing this film recently, it turned out to be exactly what it looked like to me at first glance... yet another Hollywood CG/live-action rehash of an established cartoon franchise. Nothing special or memorable whatsoever. Designed in every way possible to appeal to very young children and very immature adults, making heavy use of comedic devices such as farts, poo-eating, and the size of Theodore's butt.<br /><br />This film would bother me a lot less if it weren't such an obvious step down for the Chipmunks. Even their characters I found were changed for the worse for this movie. While in the past each one of them had a very distinct personality, here they all behaved like immature, smart-alecky children with ADD, constantly bouncing erratically off the walls. It especially bothered me to see Simon portrayed in this way... He's supposed to be the smart, serious nerd who acts as the ""straight man"" to Alvin's crazy antics. But here he's pretty much a carbon copy of Alvin. One joke in the film even implies that Simon only *thinks* he's smart but really isn't... and honestly if I had never heard of the Chipmunks before seeing this film, I would have agreed.<br /><br />In my opinion, this film is just another obvious cash-grab, and I'm more than a little sorry it was even made. The fact that it's a ""kid's"" movie doesn't excuse its flaws... To excuse a stupid movie that degrades a classic franchise just because it's for children is insulting to children, and any kid would deserve something more intelligent than this film.",negative
"The film starts to slowly when we got to the cinema we thought it looked quite good but after about 5 mins we were all bored out of our minds and wondering what kind of film we had come to see, i don't like this film and wouldn't recommend it to anyone, the best part of the night was when the alarm and lights came back on because the project broke down because we thought we could all go home. this has to be one of the worst films i have ever seen we were all bored out of or minds and most of the people in the cinema actually RAN out of the doors at the end because it was so rubbish. i am surprised that no one walked out earlier than that. if you go and see it make sure you something to keep you busy, better still Don't go and see it at all.",negative
"There's perhaps a special reason why The Fox and the Child hit a special note in my heart. Having just said goodbye to my new fiancée - of oh...one day - for an unknown period of time, I was a bit overwhelmed with varying emotions and was suffering the fallout from putting on the brave face she needed to see.<br /><br />I watched a few movies and TV shows, but my interest darted from what I was leaving behind to what is out there and what I haven't seen. For that, I have this movie to thank.<br /><br />Being a nature lover and having heard about the film beforehand, I was sure I was going to like it anyway. But I didn't just like it, I loved it.<br /><br />The technical mastery is astounding. How did they do it? How did they capture the animals in the way they did?? It's just wonderful.<br /><br />The moral of the tale is a good one and while the ending is oh so French and ambiguous, it's a happy/sad one. Again, it caught me a bit off-guard. As a man who usually keeps his emotions to himself, the ending was tough going while on a plane full of people I would be seeing for the next 15 or so hours! Perhaps it's because the ending made me think back to what I left.<br /><br />But for those few hours on the plane, I was happy to see something new and original. And that's life. Sure, there are those things you love and feel comfortable around...but the great outdoors holds many a mystery. So the next time I see something out of the ordinary while out in the open; I'm going to explore it, observe it and embrace it. That's precisely what happens in this movie and that's precisely what you should do with this darn good movie/nature doc too. 8/10 <br /><br />P.S. It's two months on from the plane journey. We still don't know when we'll see each other again, but we will.",positive
"Sometimes, Lady Luck smiles on me. I had originally made -- and copied over -- a VHS tape of this wonderful TV presentation. I was heartbroken when I realized what I had done since I had been unable to obtain a copy of it anywhere else.<br /><br />Recently, I subscribed to digital cable, and while searching through upcoming movies, there to my surprise was a scheduled broadcast of the movie. This time, however, I made a copy of it to DVD so there's no chance of repeating my mistake.<br /><br />I finally got to watch it again after eight years, and it was just as exciting and tense as when I first saw it. There is a little bit of prelude to this story in that my first contact with ""Pandora's Clock"" came with a live reading of the book on public radio. I just happened to tune in to the broadcasting station on my way home for lunch, and from the first installment, I was hooked. Each day, I waited with anticipation for the next chapter to be read.<br /><br />When I learned a few months later that the book was going to be broadcast on TV as a movie, I made sure to clear my schedule for that event.<br /><br />First of all, I'd like to say that the movie was very true to the book, contrary to what another reviewer had said. That, in itself, is a rare achievement for TV movies.<br /><br />Secondly, I agree with others about the casting. I could not imagine a better choice for Captain Holland than Richard Dean Anderson. Literally, the movie could have crashed and burned without a proper cast for this pivotal role. Anderson has never been better, and it is a shame that we have not seen more of him. In fact, all of the cast members did a superb job.<br /><br />My only complaint with the movie -- and the book -- was the interjection of the ""terrorist plot"" to arm a private business jet with air-to-air missiles and have its pilot stalk and shoot down the stricken plane. Basically, we are talking about less than 36 hours to orchestrate and execute a plan like this one, and folks, that is just not realistic at all given all the players involved. Also not realistic was how little the airliner was affected by having first one, then two of its engines blown off.<br /><br />That beef aside, I enjoyed the building suspense and found to be very believable how the reactions of foreign governments were portrayed in the film, as well as our own.<br /><br />If you have an opportunity to see this movie, do so by all means.",positive
"Oh,God! Book II is more of a bad remake of the original than a sequel to it.It is not all that funny,its plot plays too much<br /><br />like a rejected situation comedy pilot,and the use of the slogan ""Think God"" is a different variation on the idea that worked so much better in the original.John Denver had not returned for this movie and that made a BIG difference.George Burns,as<br /><br />wonderful as he was playing God,does not have the same chemistry with the little girl that he did with John Denver.<br /><br />I would give this movie a rating of 3 out of 10,but only for<br /><br />George Burns;the rest of the cast is nothing special.<br /><br />If you loved the first one,don't bother to see this one.",negative
i am surprised so few have good words for this movie. For its time (the 80's) it was a very entertaining and engaging story. Casting was good. Story was good. Special effects were remarkable for the time period. Deserving of an 8/10.,positive
"I originally reviewed this film on Amazon about 6 or 7 years ago, and blasted it. I believe I called it ""wretched"" and a ""turkey."" Okay, well, by most standards, it's still a turkey. It's got almost no production values, what little plot there is makes almost no sense, and the acting is on the level of a third-grade play. That said, this has really grown on me over the years as a sort of camp classic. In fact, all of director Todd Sheets' films have had this effect. They're almost like Ed Wood in that regard: Watch them over and over and pick out the flubbed lines, continuity errors (same zombie, two different locations!), and other flaws.<br /><br />I'll say this: Sheets is a very nice guy, and while this, one of his first productions, isn't that great, he has gotten better. And I must add that the only really decent actor/actress in the film is Kasey Rousch, though I may be biased, as I attended school with her.",positive
"Where on earth do I start with the mess that is Darkhunters? Firstly the script is one of the worst to ever find its way onto a cinema or TV screen and can only be described as a poorly judged Stephen King rip-off. At one point the supposedly fearsome darkhunter Jack claims that Carol, the girl who is helping the man he is pursuing, is as annoying as ""a gherkin in a burger"". I would be laughing if I was making it up-BUT I'M NOT! Just as ludicrous is how Carol originally came to have the power to see how people die. A cat gave it to her when she was holding it during an auto accident she had as a kid. WHAT????????<br /><br />Secondly, for a horror movie, it has no sense of tension or threat whatsoever. This may not be helped by the fact that all the action happens during stark, broad daylight. Not very atmospheric at all.<br /><br />Thirdly the acting is truly awful, Pinion proves again that he needs to be speaking in his native tongue to be even remotely believable. Jeff Fahey is obviously on auto-pilot but how can blame him as he runs through a woe-ful Humphry Bogart impersonation as Barlow (Marlowe-Barlow? We get the joke it just isn't funny). Credit should go to Susan Paterno, an actress I was not aware of, she does her best with the awful part she has and puts the other, more experienced actors to shame.<br /><br />At no point is it even explained how the HUMAN character can understand what Van Husen's character is saying to her. She obviously has some sort of degree in screwy alien languages.<br /><br />On the plus side one moment is well done, the car crash involving Susan. The sfx are throughly believable and if it weren't for the hilarious storyline reason for this to occur it would have been applauded.<br /><br />All I can say about darkhunters is that British horror will never recover from its interminable slump if movies like this continue to be made and shown. Avoid this movie like the plague, although the plague would be a lot more scary.<br /><br />Darkhunters 0/5<br /><br />p.s. the insinuations in other reviews that the film remains too intelligent for some are honestly hilarious. It is a weak defence when some claim ""you didn't like it because you didn't understand it"". The letters after my name make a fool of you not me.",negative
"This movie fails miserably on every level. I have an idea, let's take everyone involved in this movie and ship them into a hot zone in the middle east. Maybe if we're lucky they'll all be shot and killed and we won't have to ever have our time wasted by them again. Did I mention that I have never been so bitter about a cinematic pile of crap in my entire life? My god, I can't think of anything I've ever seen that was this bad. I'd rather watch Ishtar 25 times in a row than sit through 10 minutes of this sorry excuse for a film. If I ever happen to meet anyone who was involved in this film, I'll spit in their face and then beat them senseless. That's my two cents.",negative
"With the exception of the main character, the acting didn't convince me, but the story was quite good: It's about a love affair between a gay party boy and a young Mormon missionary. As you can imagine, such a relationship is quite problematic. The movie is very American and, as such, has some metaphysical undertones to counterbalance its criticism of religious intolerance. But some story lines are hilarious: one of the main characters asks his gay colleague: ""Do you believe in God?"" And he answers: ""you mean: other than Madonna?"" All in all, the film is not one of my all-time favorites, but the script is really good and I really liked it: it's entertaining and stands up against (religious) prejudice and intolerance. I think this is an important message in our times. Since I rated films that I liked less with 9, this is clearly a 10 for me. Some people may find this exaggerated, but I think this film deserves it.",positive
"Although there are a lot of familiar ""television"" names associated with ""A Man Called Sledge"", there is nothing extraordinary about the film itself or about any of the performances. In fact, the only thing that distinguishes it from a 1960's-70's television series like ""The Rat Patrol"" is a bigger cast and a lot more violence. <br /><br />James Garner is the biggest star and apparently thought he should try to break away from all the light comedy stuff he had been doing (""Maverick"", ""Support Your Local Sheriff""-""Gunfighter"" etc.). Unfortunately his earthy likability works against him, as Sledge is a humorless character written to cash in on the popularity of Clint Eastwood's spaghetti western character. But Eastwood's stuff was not this flat and uninteresting.<br /><br />I suppose that ""A Man Called Sledge"" could be classified as a spaghetti western although the pacing is too slow to really fit that sub-genre. Fans of the slow-paced ""Combat"" television series will feel an instant connection as Vic Morrow directed the film and co-wrote the script with Frank Kowalski. Throw in some then trendy slow-mo shots and cross-dissolves, which call attention to themselves rather than serve a story-telling purpose. <br /><br />The plot is the standard ""big heist"" thing (insert ""The War Wagon"" here) with Sledge plotting how to heist a $300,000 gold shipment. His gang includes Claude Akins and Dennis Weaver. The problem is that while on the move the shipment is guarded by 40 outriders and while stopped it is locked in a vault inside the territorial prison. I think there was an episode of ""Alias Smith and Jones"" with the same plot.<br /><br />The story would make a decent hour of television but gets old very fast as a very padded feature length film. Garner does not allow any of his charm to leak into his characterization and the film does not generate enough suspense to hold a viewer's interest.<br /><br />The thing finally crashes and burns shortly after the heist when the gang engages in a contrived and totally illogical card game. <br /><br />Then again, what do I know? I'm only a child.",negative
"She's not Michael Jordan<br /><br />Think of all the marvelous NBA players whose career light has been dimmed for no other good reason than the timing of their birth. Their names might trip as easily off the public's lips as Russell, Cousy, Byrd, Magic, McHale, Oscar, Wilt, the list goes on; but the volume gets turned down a little, for Stockton and Malone, Charles, Patrick and all the other great players who always lost the headlines to Michael.<br /><br />I've seen it written that Gretchen Mol's career flamed out in the wake of the cover article in the 1998 Vanity Fair issue which predicted inevitable superstardom for Ms. Mol. It was later said that she had been over hyped. I disagree.<br /><br />I still remember that for some time after I saw ""The Devil's Advocate"" in '97 or '98, I would get confused as to which actress played Mary Ann Lomax. Was it Mol or Theron? Oh yeah! Charlize Theron was the one in ""2 Days in the Valley"" and ""Mighty Joe Young"" and Gretchen Mol was in ""Donnie Brasco"", ""Celebrity"", and ""Rounders"".<br /><br />By the time I had seen ""The Thirteenth Floor"" (Mol) and ""Sweet November"" (Theron), I pretty much had them straightened out but I still put them in the same mental file drawer. Both were highly talented, had sweet faces, similar body types, short blonde hair and so on.<br /><br />Theron, though, was offered more work. I loved her as Sara Deever and as Adele Invergordon her beauty was downright intimidating.<br /><br />In 2003 ""Monster"" was released and from that point until the handing of the Oscar itself, all of filmdom knew who the ""Best Actress"" award was going to. And deservedly so! Theron was Aileen Wuornos. The only way to get a more accurate understanding of what made the real Aileen Wuornos tick would be to somehow replay the digital video trapped in Selby's head. And for a major talent to make herself that physically unattractive! Unheard of!<br /><br />Then in 2005 ""The Notorious Bettie Page"" was released. Mol's performance was extraordinary. Maybe she was standing in the shadow of Ms. Theron. It was like the ballroom for the victory celebration for the losing Presidential candidate, nobody came and nobody cared. It was viewed as a continuation of an old tale, once promising actress with a declining career does a nudie part in a ""B"" movie. Ho hum! No, no, no! Wrong! No matter what you may think of the film (and I enjoy films about the fifties) if you pass on this one you'll be missing one of the better performances of that year. Ms. Moll was every bit as much Bettie as Ms. Theron was Aileen. Unfortunately Aileen, to the film-going public, is the more sympathetic character. For whatever reason, an amoral, sociopathic killer is less embarrassing to us than a naïve, unsophisticated, uninhibited, religious girl whose most capital crime was to live her life totally trusting and completely exposed. Bettie Page was one of the icons of the fifties. Her photos and films never sexual, never pornographic, but she presented as a near caricature of all things kinky. There was no sense of realism, only parody. Ms. Moll captured the very essence of the character. She gained 20 pounds to add some zaftig to her normally slim figure and when she posed for various photographers in the film, her body was Bettie's. Her full frontal lack of any inhibitions accurately fits everything which has been published about Bettie. Cinematic nudity normally depicts eroticism or sexuality. In this film it's all about innocence. Seeing Gretchen/Bettie nude didn't make me want to jump her but instilled a desire to protect her from all the horrors that people can inflict on each other. If you pass on this film you'll be missing out on one of the best performances of recent years. By the way, shame on the MPAA for giving this an R rating.",positive
"Alone in The Dark is one of my favorite role-playing-games of all time. I remember spending whole nights facing the PC screen, trying to escape that mansion and actually being startled at times when monsters came surprisingly charging in. Now, mind you - I am weary of ""computer-game-generated"" movies. I don't remember a single success story in this new Hollywood genre, although some are entertaining enough to be watchable. And yet, I am such a big fan of the game that I couldn't resist. My rationale was that if the movie had a plot that so much as resembled the game's, it would be OK. <br /><br />Man, those were 90 minutes (which seemed like 300) of my life that I'll never get back. If I had that chance, I would have gladly spent them rearranging my sock drawer instead. This isn't even in the ""so bad it's funny"" category. You would think even Christian Slater had a bit more sense than joining this stink bomb. Now, Tara Reid... I'm not complaining about her presence. However, if the purpose of putting this chick in a starring role is to have a sex scene, - which I totally understand and support (hey, I'm a guy!) - I've seen more of her body on press conferences.<br /><br />There is no plot to speak of. Won't waste your time pitching it to you. The credibility of the story sinks below 'I did not have sex with Ms. Lewinski'. The acting is but a few notches above 'Street Fighter', which, by the way, being one of the worst movies I've seen, I would recommend OVER this one.<br /><br />Kids, I recommend the Video Game. It has far better story, acting and much more thrills. As for the movie, here's a spoiler - it STINKS! Wait for the porno version.",negative
"Nice combination of the giant monster and samurai genres. The giant monster Majin, god of the mountain, is an aloof and forbidding figure that comes across very much like the Old-Testament God, raining destruction and punishment on those who desecrate his holy ground - but it's interesting to note that what finally awakens him is not the suffering of the people but a pointed and personal insult. It's beautifully photographed, with solid acting, great miniatures, and a wonderful score by the great Akira Ifukube. Majin is not a 400+ foot monster like Godzilla - he's 2 1/2 times normal size, so the evil samurai he stomps into the ground get a good look into his contemptuous eyes as he bears down on their fortress and smashes it to smithereens. Not much in terms of extras, but it's nice to see this forgotten minor classic rescued and restored to the digital format.",positive
"Save some very early Norris, ""Breaker, Breaker"" has nothing to offer which can't be found ten fold better on any broadcast channel. A pathetic attempt at film making, this is one of the worst films I have ever seen. In spite of that, I did watch it, thumbing the fast forward button, because the acting was so awful it was comical. Of course, the film is supposed to be an action/drama but turned out as a treatise on how NOT to make a movie. Everything which could be wrong with film is on screen in this ""dog"". If you happen across it, give it a peek. It's so bad, it's funny.",negative
"What do you call a horror story without horror and story? <br /><br />This is the most irritating thing about the film: I get the feeling the writers never really decided what's actually going on in the film! It's a different thing to know it, give hints for the audience and not completely reveal it, but here, you get the feeling the screenwriters don't know it, characters in the film do not know it and audience sees that no one knows! (Remember ""Cube""? Even that film knew more about itself.) <br /><br />I've consumed a lot of 80's horror / gore films and this movie certainly has its roots deep in those films. But a lot of important things are missing. We really know nothing about the characters. They keep repeating empty lines over and over again. The story isn't really developing - it never goes anywhere. B-acting is OK in this type of horror films, but there's not much to act in the script. We don't care about the characters. There's nothing to remember about them. There's not even cheesy humor or unnecessary sex. And most importantly - no thrills, no chills.<br /><br />You only get some commonly used elements of the horror film genre. They show the Lordi monsters one by one but their characters don't really contribute anything for the story.<br /><br />I honestly believe that this amount of story, character development and atmosphere could be achieved with minimal amount of crew and equipment. Oh yeah, film makers used to do that - and more - some 20 years ago! I felt the shared embarrassment of the audience as the film ended. Too bad really.",negative
"Here's what I knew about ""Atlantis"" before watching it:<br /><br />* - It's officially Disney's first animated sci-fi adventure. I'm not sure how accurate that is (I like to nitpick) but it made me curious first time I heard it described.<br /><br />* - The preview looked, for the most part, damn cool. Evidently, it was also ""too cryptic"" according to some critics after the fact.<br /><br />* - It apparently did SO badly that Disney said, ""Screw it, let's re-release 'Spy Kids'"".<br /><br />So, with all that said, how is the movie?<br /><br />Hella-cool.<br /><br />I'm a sucker for animated fantasy that involves stirring music and rampant special effects anyway, but ""Atlantis"" goes all out. It's a throwback to all the CGI eye-candy shots in ""Beauty and the Beast"" and ""Aladdin"", so much so that it's almost an effects animator's Best-Of Show. The characters maybe aren't that memorable (except, perhaps, for the ship's medical officer), and the plot's a little dull, but this isn't a movie you watch for the plot.<br /><br />Here's a controversy that bothers me. The ""failure"" (as in, it ""only"" took in, like, five-hundred-million or something; I know animators who'd kill to see fifteen bucks of that) of this movie compared to the popularity of ""Shrek"" and ""Monsters Inc."" has been seen as evidence of the death of traditional animation. I don't think that's true. How do you account for the ""South Park"" movie? What about ""Final Fantasy""? Really, the story and the artistry is everything, not the method. I don't know what Disney's comeback movie will be like, but I don't think they're out of the picture yet.",positive
"I've joined IMDb so people know what a great film this is! It's not often you come across a film that's moving and visually cinematic yet humble. You've read the plot so all I want to say is don't watch it because you want to see a clash of cultural religious identity babble ,because that's the typical misconception people read in to,instead just appreciate and realise it's about a father and son on a voyage growing to know each other through their struggles. Buy it and pass it on before film4 get round to it. This was one of the very few films to be nominated for a BAFTA being independent and foreign. The beauty of it is that it manages to appeal to anyone even if you never watch anything subtitled or just used to the Hollywood formula, just a great story that will keep you engaged. The only thing I wish is for it to be longer and see what happens",positive
"I personally found the film to be great. I had it on pre-order for a month and watched it twice the day I got it in the mail, and several time since.. Yes, the time lapses may be a bit much, but the rest of the movie clearly compensates for it. All amature cast, yet the acting was right on for each part. The plot itself is just... haggard! There's no other way to describe it. Who makes a movie about someone getting f**gered!??? BAM, thats who. Genius. Simply genius. Two thumbs up. I would be honored to work with him any day, any time, on any thing.",positive
"Arthur Bach is decidedly unhappy in his life as a multi-millionaire and is attracted to people 'below him' in social standing - he pays for a hooker in the opening scenes and then is enormously attracted to a shoplifter.<br /><br />He drinks quite a lot too, and sometimes he is driving while drinking, too, which of course is not funny, ever. <br /><br />The movie is great but behind the comedy is some reality, too. John Gielgud wipes the floor with everyone else on screen and created a character for the ages. Talk about deserving an Oscar. Moore and Minnelli have their moments, but its Gielgud as ""Hobson"" you'll remember the most.",positive
"Well, you know... Rutger Hauer and Robert Patrick both are really good actors. But WTF with this movie? The story was lame and the script was just terrible. The poor actors didn't have material to work with!<br /><br />The DVD cover invited you to a flight action flick. You would expect something like Top Gun... Huge disappointment! The flight action in this movie is so cheap that makes you puke. The aerial scenes are clearly taken from documentaries and some other footage sources, not made for this movie. And they didn't even care about the marks or the fighters models, taking for granted the audience will not notice it.<br /><br />As I said the story was lame. With a little effort from the writer and director it could have been very interesting. In short, it seems a B-movie made in the 70's.<br /><br />I feel very sorry for these actors who put their names here. They sure must be ashamed.",negative
"This movie is horrible. Everything in it has been done before. There is nothing original. I cannot stand when writers don't come up with their own plots.<br /><br />A girl makes a wish on her 13th birthday and wakes up as an adult. Hmm, sounds a lot like a movie in the 80s called Big. What is even more annoying is Jennifer Garner's acting. She doesn't act like she is 13 she just acts like she is stupid.<br /><br />From then on, you can guess the whole plot. She gets a good job and it just so happens that a friend she had at 13 works with her. Wow, how awesome! But, no....her friend is bad and turns on her, trying to get her job. But, of course, she wins in the end when she comes up with a ""great"" idea.<br /><br />There's also a dancing scene in the movie that I've seen a thousand times before.<br /><br />I hate this movie.",negative
"I had the pleasure of seeing Saltimbanco live before seeing the video version of the show. While nothing can compare to actually being there, the people behind the video did an amazing job of capturing the flavor, the feel, the sensation and so much more. The wonderful performances of Saltimbanco's stunningly amazing troupe are beautifully captured throughout. The video flows as smoothly and artfully as the production itself. A wonderful experience.",positive
"The summary was promising but watching the movie was a huge disappointment. Nothing happens in this movie. Plot is linear and without surprise. Normal characters stay normal until end of the film, weird characters stay weird until end of the film. There is even not a single tentative to foul the viewer into thinking that the bad guy is someone else than the most obvious candidate. On the positive side, actors play quite well, and there is a tiny bit of atmosphere in the movie, but much too little to be any significant.<br /><br />People who vote 10 for this movie either didn't see it, or are member of the movie production team ! 4 is well paid.",negative
"After being bitten by a bat in a cave,a doctor named John Beck undergoes an accelerating transformation into a man-bat creature.His wife assures him that there's nothing wrong with him,it's all just due to rabies or the anti-rabies drugs he's taking.The local cop thinks that John is responsible for several gruesome murders.""The Bat People"" by Jerry Jameson is one hell of a horrible film.The script is deadly dull and there is no gore nor nudity.This pointless piece of crap is so mind-numbingly boring that you'll scratch your head in a total disbelief after suffering through it.Even the design of a man-bat creature by a young Stan Winston is completely pathetic and unmemorable.Avoid this stinker like the plague.2 out of 10.",negative
"There's no getting around it-- this movie is terrible. I've seen the old Christopher Lee/Fu Manchu movies, I'm familiar with the characters and it's serial origins, but it's still just godawful. However, Peter Sellers' genius still shines through with his portrayal of Nayland Smith, with echoes of sadness, tragedy, and strength simmering through a stoic facade; it's a performance I place on par with Peter Cushing's portrayal of Van Helsing but done in a tenth of the cumulative screen time of all Cushing's ""Dracula"" movies. If the movie was done in a more serio-comic vein like BUBBA HO-TEP by way of the 1960's AVENGERS TV show, this could've been something special. If you're a Fu Manchu or Peter Sellers completest, this is something you need to see, but it's a pass for anyone else.",negative
"What a sad sight these TV stalwarts make, running out the clock on their careers stumbling about a little rusting hulk of a ship - boat might be more appropriate. The whole production feels cheap and shabby, and it's not helped by a ""big name"" star who is barely capable of spitting out the few lines that he's given in a credible fashion.<br /><br />At no time do the supporting cast rise above the material; they're clearly watching the clock here. Bang out the scenes, get the pay cheque, go home, and try to forget all about it.<br /><br />It's not particularly badly scripted or filmed; there are no real clangers, it's just utterly anodyne, and shot in a very limited number of cramped sets with a small cast of extras. The pacing is a little bizarre; an embarrassingly tentative romantic sub-plot is only begun after the main action starts, which makes it feel irrelevant.<br /><br />Maiden Voyage scores a couple of points for being competently scored, and for being a fun game of ""spot the Kiwi bit parters""; most of the cast are graduates of Shortland Street or Xena: Warrior Princess. The saddest thing about this production is that this film probably constitutes their big break.",negative
"A powerfully wonderful movie. You are held in a death-grip once you let yourself get involved with the story. A successful dentist, Alan Johnson(Don Cheadle), is torn in a life crisis of balancing his career with his family. He notices his former college roommate Charlie Fineman(Adam Sandler)and wants to touch base. He finds that Charlie, who lost his wife and family in the 9-11 attack on America, is no longer in touch with reality...choosing to involve his mind with his favorite music from the past and video games. The former roommates rekindle their friendship and strengthen their former bond. Johnson has his friend Angela Oakhurts(Liv Tyler), a psychiatrist, to try and bring Charlie out of his grief...but it is Alan that accomplishes in getting his friend to emerge from his deep darkness. Jada Pinkett Smith plays Johnson's wife. Writer and director Mike Binder plays the role of Charlie's attorney/guardian. Also in the cast: Saffron Burrows, Donald Sutherland, Adell Modell and Robert Klein. Outstanding soundtrack featuring the likes of Bruce Springsteen, Graham Nash, Pear Jam and The Pretenders.<br /><br />NOTE: I have never been a Sandler fan; but I found him outstanding in this role. In some of the scenes, I thought out loud...why has he never been approached to play singer/songwriter Bob Dylan in a biopic.",positive
"Definitely the product of young minds, this piece may very well appeal to the 20s crowd, who is still trying to find their place in the world, while obsessing over every neurosis. However, I can't imagine that the heavy amount of narcissistic navel-gazing, trite humor, or banal subject matter would be particularly engaging to anyone over 30. Another problem is that the peripheral characters, whom the filmmakers obviously have nothing but contempt for, are hyped up to such absurd caricatures for comic effect, that they fail to be relatable in any real way. <br /><br />However, one has to give some style points to the filmmakers, who obviously grew up in the video generation, and use every conceivable editing trick in the book in order to spruce up an otherwise non-existent plot. There are 2 points to remember here. First, beware of festival darlings. Second, even though we live in the age of youtube, not everyone's account of their mundane lives deserves big- screen treatment. But these young filmmakers have every right to make their film, and if others 20-somethings can find something in it to identify with, then all the better. Yet I could not help but think at the end of this film how this latest generation, just now coming of age, will fare in the real world that presents so many challenges and complications. In the age when every child is constantly reassured of how special they are, and that they all deserve their 15 minutes of exposure, resiliency and the ability to deal with adversity does not exactly appear to be this generation's strong point.",negative
"If this is supposed to be the black experience, let me out at either the front or back door.<br /><br />A mama's boy one day sees 2 young hoods walk by and from then on it's all down hill for him. Angela Bassett, the one shining grace in this film, plays his over protective, religious mother. Despite her anger at how his life has turned, by the middle of the picture, she really decides to accept this. She allows his friends to come in and suddenly it's all right to use the profanity as long as it's not in front of the children.<br /><br />This is a sad state of affairs regarding gangster rap. You knew where this film was heading.<br /><br />I literally laughed out loud when at the end, when Bassett is accompanying her son's body for burial, she states that while his life had been cut short at age 24, he had become a man. What man? He had been a convicted criminal, wrote the most atrocious rap music with constant vulgarity,and scorned society. That scene in the classroom where he tells a teacher that as a sanitation worker, he will earn more than the teacher is a perfect example of what goes on in our schools. The complete and utter lack of respect for the teacher.<br /><br />The east coast, west coast gang rap rivalry is never fully explained. All we see are guns blazing.<br /><br />A terrible picture doing nothing to prevent gang violence. What horrible role models are these rap singers and their foul music. The African American community should take umbrage at their very being. Who was this classless fat slob who portrayed Biggie? He made Rerun from the old television show look thin by comparison. I know it was the streets of Bedford Stuyvesant that changed this chubby little boy into the vulgar monster that he was. What a sorry state of affairs when this is called motion picture entertainment.",negative
